,cod_abaste_agua_domic_fam_cisterna,cod_abaste_agua_domic_fam_outro,cod_abaste_agua_domic_fam_poco_nascente,cod_abaste_agua_domic_fam_rede_geral_dist,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_agua_canalizada_fam,cod_banheiro_domic_fam,cod_calcamento_domic_fam_nenhum,cod_calcamento_domic_fam_parcial,cod_calcamento_domic_fam_total,cod_concluiu_frequentou_memb,cod_curso_memb_alfa,cod_curso_memb_eja,cod_curso_memb_fund,cod_curso_memb_medio,cod_curso_memb_nenhum,cod_curso_memb_pre,cod_curso_memb_pre_vest,cod_curso_memb_superior,cod_deficiencia_memb,cod_destino_lixo_domic_fam_coletado_diretamento,cod_destino_lixo_domic_fam_coletado_indiretamente,cod_destino_lixo_domic_fam_queimado_enterrado_propr,cod_destino_lixo_domic_fam_rio_mar,cod_destino_lixo_domic_fam_terreno_baldio_logradouro,cod_escoa_sanitario_domic_fam_fossa_rudimentar,cod_escoa_sanitario_domic_fam_fossa_septica,cod_escoa_sanitario_domic_fam_rede_esgoto_pluvial,cod_escoa_sanitario_domic_fam_rio_lago_mar,cod_escoa_sanitario_domic_fam_vala_ceu_aberto,cod_especie_domic_fam_1.0,cod_especie_domic_fam_2.0,cod_especie_domic_fam_3.0,cod_familia_indigena_fam,cod_iluminacao_domic_fam_eletr_medidor_comunitario,cod_iluminacao_domic_fam_eletr_medidor_proprio,cod_iluminacao_domic_fam_eletr_sem_medidor,cod_iluminacao_domic_fam_oleo_gas_querosene,cod_iluminacao_domic_fam_vela,cod_local_domic_fam,cod_material_domic_fam_alvenaria_tijolo_nao_revestido,cod_material_domic_fam_alvenaria_tijolo_revestido,cod_material_domic_fam_madeira_aparelhada,cod_material_domic_fam_madeira_aproveitada,cod_material_domic_fam_palha,cod_material_domic_fam_taipa_nao_revestida,cod_material_domic_fam_taipa_revestida,cod_material_piso_fam_carpete,cod_material_piso_fam_ceramica_lajota_pedra,cod_material_piso_fam_cimento,cod_material_piso_fam_madeira_aparelhada,cod_material_piso_fam_madeira_aproveitada,cod_material_piso_fam_terra,cod_principal_trab_memb_aprendiz,cod_principal_trab_memb_autonomo_bico,cod_principal_trab_memb_com_carteira_ass,cod_principal_trab_memb_dom_com_carteira_ass,cod_principal_trab_memb_dom_sem_carteira_ass,cod_principal_trab_memb_empregador,cod_principal_trab_memb_estagiario,cod_principal_trab_memb_militar_ou_servidor,cod_principal_trab_memb_nao_remunerado,cod_principal_trab_memb_sem_carteira_ass,cod_principal_trab_memb_temp_rural,cod_raca_cor_pessoa_amarela,cod_raca_cor_pessoa_branca,cod_raca_cor_pessoa_parda,cod_raca_cor_pessoa_preta,cod_sabe_ler_escrever_memb,cod_trabalho_12_meses_memb,cod_trabalhou_memb,early_ptb_rate,extr_ptb_rate,idade,ind_familia_quilombola_fam,ind_frequenta_escola_memb_ja_frequentou,ind_frequenta_escola_memb_nunca,ind_frequenta_escola_memb_rede_particular,ind_frequenta_escola_memb_rede_publica,ind_parc_mds_fam_acampada,ind_parc_mds_fam_agricultura_familiar,ind_parc_mds_fam_assentada_reforma_agraria,ind_parc_mds_fam_atingida_empreend_infra,ind_parc_mds_fam_benef_prog_nac_cred_fundiario,ind_parc_mds_fam_catadores,ind_parc_mds_fam_cigana,ind_parc_mds_fam_comunid_terreiro,ind_parc_mds_fam_extrativista,ind_parc_mds_fam_pesca_artesanal,ind_parc_mds_fam_preso_sist_carcerario,ind_parc_mds_fam_ribeirinha,marc_pbf,ptb_rate,qtd_comodos_domic_fam,qtd_comodos_dormitorio_fam,qtd_meses_12_meses_memb,qtde_pessoas,val_outras_rendas_memb,val_remuner_emprego_memb,val_renda_aposent_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_pensao_alimen_memb,val_renda_seguro_desemp_memb,vlr_renda_media_fam,cluster,test_number,n_clusters
0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.05263157894736842,0.9655172413793104,1.0,0.3636363636363637,0.03448275862068965,0.4793729372937294,0.5128915202444614,0.9898989898989898,0.014444444444444444,0.9864864864864864,0.5301204819277109,0.0,0.991150442477876,0.01818181818181818,0.017857142857142856,0.031746031746031744,0.75,0.007352941176470587,0.14084507042253522,0.0,0.0,0.16417910447761194,0.07142857142857142,0.3488372093023256,0.0,0.0,1.0,0.0,0.0,0.0,0.029411764705882356,0.8888888888888888,0.0,0.0,0.0,0.7027027027027027,0.08270676691729323,0.7641843971631206,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.3461538461538461,0.0,0.0,0.0,0.0,0.05882352941176471,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4565217391304348,0.42857142857142855,0.05882352941176471,0.9655172413793104,0.17647058823529413,0.16,0.00019542700801250727,0.0,26.477707006369428,0.0,0.8002873563218391,0.0022222222222222227,0.0,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222222222222222,0.0012217470983506415,4.902439024390244,2.0588235294117645,2.363636363636364,3.3396226415094334,0.0,74.22902198471876,28.42953020134228,1283.8235294117646,0.8474576271186439,5.51948051948052,0.0,145.36,5,0,6
0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.05263157894736842,0.9655172413793104,1.0,0.3636363636363637,0.0346832397754611,0.4796864686468647,0.5132025168789874,0.9907675289312456,0.013992172211350292,0.9865444045575151,0.5297661233167966,0.0,0.9928270259152612,0.018099918099918098,0.01770050125313283,0.03149801587301587,0.7523584905660378,0.0,0.1373015873015873,0.0,0.0,0.1613953488372093,0.07142857142857142,0.3502788502788503,0.0,0.0,1.0,0.0,0.0,0.0,0.027777777777777776,0.8888888888888888,0.0,0.0,0.0,0.7074866310160428,0.08054054054054055,0.7640733712839974,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.34375,0.0,0.0,0.0,0.0,0.05882352941176471,0.016807909604519774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4570744288872513,0.4264069264069264,0.05882352941176471,0.9655172413793104,0.17533783783783785,0.1575187969924812,0.00019359078109158442,0.0,26.47497588332434,0.0,0.8008059298165486,0.0,0.0,0.17274535809018568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6188235294117648,0.0012250899581216542,4.9036004645760745,2.0606617647058822,2.3108974358974357,3.339454177897574,0.0,74.0784632034632,28.30681818181818,1280.01171875,0.8667667882428662,5.598723310587717,0.0,145.4879943502825,0,1,6
0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.05263157894736842,0.9655172413793104,1.0,0.3636363636363637,0.0346832397754611,0.4796864686468647,0.5132025168789874,0.9907675289312456,0.013992172211350292,0.9865444045575151,0.5297661233167966,0.0,0.9928270259152612,0.018099918099918098,0.01770050125313283,0.03149801587301587,0.7523584905660378,0.0,0.1373015873015873,0.0,0.0,0.1613953488372093,0.07142857142857142,0.3502788502788503,0.0,0.0,1.0,0.0,0.0,0.0,0.027777777777777776,0.8888888888888888,0.0,0.0,0.0,0.7074866310160428,0.08054054054054055,0.7640733712839974,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.34375,0.0,0.0,0.0,0.0,0.05882352941176471,0.016807909604519774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4570744288872513,0.4264069264069264,0.05882352941176471,0.9655172413793104,0.17533783783783785,0.1575187969924812,0.00019359078109158442,0.0,26.47497588332434,0.0,0.8008059298165486,0.0,0.0,0.17274535809018568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6188235294117648,0.0012250899581216542,4.9036004645760745,2.0606617647058822,2.3108974358974357,3.339454177897574,0.0,74.0784632034632,28.30681818181818,1280.01171875,0.8667667882428662,5.598723310587717,0.0,145.4879943502825,5,2,6
0,0.0,0.0,0.16666666666666666,0.7309760132340777,0.0,0.05263157894736842,0.9645989974937343,1.0,0.3664319248826291,0.03448275862068965,0.4781480071084032,0.5137471655328798,0.9898474541331683,0.0136986301369863,0.9864864864864864,0.5307928481126964,0.0,0.9907675289312456,0.01812705366922234,0.017937580437580435,0.03125,0.75,0.00895049504950495,0.13986697965571204,0.0,0.0,0.1654228855721393,0.07142857142857142,0.3502788502788503,0.0,0.0,1.0,0.0,0.0,0.0,0.029411764705882356,0.8900966183574879,0.0,0.0,0.0,0.7,0.08189392399918716,0.7644451397580309,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.35294117647058826,0.0,0.0,0.0,0.0,0.059262510974539065,0.017095265926358856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4561089708310402,0.43185654008438823,0.05911473500291206,0.965014279885761,0.17712418300653596,0.16045977011494253,0.00019800231134031629,0.0,26.490577695396972,0.0,0.8013714715137852,0.006349270337821495,0.0,0.17274535809018568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6236111111111111,0.0012250899581216542,4.905083655083655,2.0588235294117645,2.399678837052062,3.3442887931034484,0.0,75.21830065359475,28.30681818181818,1293.7177589852008,0.8474576271186439,5.158670664667666,0.0,145.38833333333332,0,3,6
0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.05263157894736842,0.9655172413793104,1.0,0.3636363636363637,0.0346832397754611,0.4796864686468647,0.5132025168789874,0.9907675289312456,0.013992172211350292,0.9865444045575151,0.5297661233167966,0.0,0.9928270259152612,0.018099918099918098,0.01770050125313283,0.03149801587301587,0.7523584905660378,0.0,0.1373015873015873,0.0,0.0,0.1613953488372093,0.07142857142857142,0.3502788502788503,0.0,0.0,1.0,0.0,0.0,0.0,0.027777777777777776,0.8888888888888888,0.0,0.0,0.0,0.7074866310160428,0.08054054054054055,0.7640733712839974,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.34375,0.0,0.0,0.0,0.0,0.05882352941176471,0.016807909604519774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4570744288872513,0.4264069264069264,0.05882352941176471,0.9655172413793104,0.17533783783783785,0.1575187969924812,0.00019359078109158442,0.0,26.47497588332434,0.0,0.8008059298165486,0.0,0.0,0.17274535809018568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6188235294117648,0.0012250899581216542,4.9036004645760745,2.0606617647058822,2.3108974358974357,3.339454177897574,0.0,74.0784632034632,28.30681818181818,1280.01171875,0.8667667882428662,5.598723310587717,0.0,145.4879943502825,3,4,6
0,0.0,0.0,0.1654228855721393,0.7333333333333333,0.0,0.050990099009900994,0.9645989974937343,1.0,0.35714285714285715,0.03519091847265221,0.4924094556495337,0.5132025168789874,0.9907675289312456,0.014492753623188406,0.9865444045575151,0.53125,0.0,0.9928270259152612,0.0186932215234102,0.01818181818181818,0.03125,0.755328798185941,0.0,0.13403745644599302,0.0,0.0,0.16,0.07142857142857142,0.3675324675324675,0.0,0.0,1.0,0.0,0.0,0.0,0.028594771241830068,0.8888888888888888,0.0,0.0,0.0,0.7108187134502923,0.08,0.76759410801964,0.0,0.0,0.0,0.0,0.0,0.0,0.4457516339869281,0.35294117647058826,0.0,0.0,0.0,0.0,0.05882352941176471,0.016530054644808743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452589897260274,0.43614130434782605,0.05882352941176471,0.9655172413793104,0.17219415769822094,0.15590277777777778,0.00019359078109158442,0.0,26.47195143029989,0.0,0.8020707023598546,0.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0012211257867668587,4.907248157248157,2.0579831932773107,2.277992277992278,3.333333333333333,0.0,73.25343915343916,27.723726627981947,1267.7279411764707,0.9060009376465072,5.696125907990314,0.0,144.4630788485607,0,6,6
0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.05263157894736842,0.9655172413793104,1.0,0.3636363636363637,0.03448275862068965,0.48,0.5135135135135135,0.9900990099009902,0.014285714285714284,0.9864864864864864,0.5306122448979592,0.0,0.9924242424242424,0.018018018018018014,0.017543859649122806,0.031914893617021274,0.75,0.007352941176470587,0.1357142857142857,0.0,0.0,0.16417910447761194,0.07142857142857142,0.35135135135135137,0.0,0.0,1.0,0.0,0.0,0.0,0.02985074626865672,0.8888888888888888,0.0,0.0,0.0,0.7027027027027027,0.08270676691729323,0.7641843971631206,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.3461538461538461,0.0,0.0,0.0,0.0,0.05882352941176471,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4576271186440678,0.42424242424242425,0.05882352941176471,0.9655172413793104,0.17647058823529413,0.16,0.00019175455417066154,0.0,26.47826086956522,0.0,0.8028169014084507,0.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0012266176019625882,4.902439024390244,2.0588235294117645,2.363636363636364,3.34375,0.0,74.22902198471876,28.674242424242426,1285.5,0.8474576271186439,5.677966101694915,0.0,145.55932203389833,1,7,6
0,0.0,0.0,0.16666666666666666,0.7333333333333333,0.0,0.05263157894736842,0.9645989974937343,1.0,0.3603896103896104,0.0346832397754611,0.4924094556495337,0.5138071895424836,0.9899989998999901,0.014365079365079364,0.98639392817475,0.53125,0.0,0.9917873424510593,0.018957771787960466,0.01835016835016835,0.03125,0.755328798185941,0.007435869084475895,0.13363095238095238,0.0,0.0,0.16,0.07142857142857142,0.37142857142857133,0.0,0.0,1.0,0.0,0.0,0.0,0.02963125548726954,0.8888888888888888,0.0,0.0,0.0,0.7105263157894737,0.08,0.76759410801964,0.0,0.0,0.0,0.0,0.0,0.0,0.44766734279918863,0.35294117647058826,0.0,0.0,0.0,0.0,0.060606060606060615,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452589897260274,0.43614130434782605,0.05985074626865671,0.9655172413793104,0.1760731319554849,0.158312447786132,0.00019558001408650417,0.0,26.490577695396972,0.0,0.8031023406013821,0.0033735545500251387,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6236111111111111,0.001222654706315681,4.905083655083655,2.058337384540593,2.394298483206934,3.339454177897574,0.0,74.19559207344045,28.154411764705884,1287.757412398922,0.9391534391534393,5.4997402597402605,0.0,144.4630788485607,0,8,6
0,0.0,0.0,0.16666666666666666,0.7309760132340777,0.0,0.05263157894736842,0.9645989974937343,1.0,0.3664319248826291,0.03448275862068965,0.4781480071084032,0.5137471655328798,0.9898474541331683,0.0136986301369863,0.9864864864864864,0.5307928481126964,0.0,0.9907675289312456,0.01812705366922234,0.017937580437580435,0.03125,0.75,0.00895049504950495,0.13986697965571204,0.0,0.0,0.1654228855721393,0.07142857142857142,0.3502788502788503,0.0,0.0,1.0,0.0,0.0,0.0,0.029411764705882356,0.8900966183574879,0.0,0.0,0.0,0.7,0.08189392399918716,0.7644451397580309,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.35294117647058826,0.0,0.0,0.0,0.0,0.059262510974539065,0.017095265926358856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4561089708310402,0.43185654008438823,0.05911473500291206,0.965014279885761,0.17712418300653596,0.16045977011494253,0.00019800231134031629,0.0,26.490577695396972,0.0,0.8013714715137852,0.006349270337821495,0.0,0.17274535809018568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6236111111111111,0.0012250899581216542,4.905083655083655,2.0588235294117645,2.399678837052062,3.3442887931034484,0.0,75.21830065359475,28.30681818181818,1293.7177589852008,0.8474576271186439,5.158670664667666,0.0,145.38833333333332,4,9,6
0,0.0,0.0,0.11733416770963703,0.7894736842105263,0.0,0.0646390168970814,0.975609756097561,1.0,0.24429771908763506,0.031746031746031744,0.615616311399444,0.5346158589221852,0.9888236763236763,0.016666666666666666,0.9852941176470588,0.558549321710254,0.0,0.9893045069778084,0.02592210235672136,0.02564102564102564,0.03071745008917784,0.84,0.01072455434157562,0.0880952380952381,0.0,0.0,0.11960264900662251,0.05203242705823869,0.5806451612903226,0.0,0.0,1.0,0.0,0.0,0.0,0.050316455696202536,0.8865780445969125,0.0,0.0,0.0,0.8275862068965517,0.09964539007092199,0.826505016722408,0.0,0.0,0.0,0.0,0.0,0.0,0.5582905466626398,0.35530397022332505,0.0,0.0,0.0,0.0,0.0967741935483871,0.037037037037037035,0.0,0.0,0.0,0.0,0.009485251590514748,0.0,0.014285714285714284,0.0,0.0,0.39369100844510685,0.4915254237288136,0.06779661016949153,0.9666666666666668,0.262531328320802,0.2202941176470588,0.00020514060321584384,0.0,26.755840494092375,0.0,0.8134722955778557,0.009615384615384616,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5779513888888889,0.0012253081698342595,4.925972307895491,2.039212129540278,4.2097793679189035,3.3427881852660617,0.0,123.16127012779975,26.73341543513957,2611.626585189565,3.386091724825523,7.4875186289120705,0.0,166.4375631951466,2,5,7
