cd_ibge,ptb_rate,early_ptb_rate,extr_ptb_rate
2516706,0.0007961783439490446,0.0002653927813163482,0.0001326963906581741
2516755,0.0023064250411861617,0.00032948929159802305,0.0
2516805,0.0009507711810690894,0.00010564124234100993,0.0
2516904,0.000980392156862745,0.00026143790849673205,0.000196078431372549
2517001,0.0019188042819632397,0.0007069278933548778,0.0003029690971520905
2517100,0.0007196833393306944,0.0,0.0
2517209,0.0009393199323689649,0.0,0.0
2517407,0.0008988764044943821,0.0,0.0
2600054,0.0015659191744795326,0.0003011383027845255,0.0001003794342615085
2600104,0.0018592870038533049,0.0005119775807712,0.0002155695076931368
2600203,0.0010279605263157894,0.00041118421052631577,0.0001541940789473684
2600302,0.0014978544247429358,0.00020241276010039673,8.096510404015869e-05
2600401,0.0014538870905799089,0.0003566138146705437,0.00013715915948867065
2600500,0.001574256279661998,0.00030096075934714665,0.00013890496585252922
2600609,0.001168063762539508,0.0001374192661811186,6.87096330905593e-05
2600708,0.0017719869706840391,0.0003648208469055375,0.0001302931596091205
2600807,0.0007404503680473888,0.00026133542401672545,8.711180800557515e-05
2600906,0.0013164823591363876,8.77654906090925e-05,8.77654906090925e-05
2601003,0.0016257225433526012,0.000180635838150289,0.0
2601052,0.00132926348956282,0.00044308782985427335,9.846396218983852e-05
2601102,0.0020723167071602117,0.0004883045114572912,0.00011909866133104664
2601201,0.0016656735821461459,0.00040626184930393804,0.00010833649314771681
2601300,0.001052114750648804,0.00028056393350634775,7.014098337658694e-05
2601409,0.002491069749952999,0.0005405151344237639,0.00021150592216582064
2601508,0.0018298261665141812,0.0002495217499792065,0.0
2601607,0.0013025858741798533,0.00028946352759552294,4.8243921265920496e-05
2601706,0.0014832316072717726,0.00019688915140775743,5.250377370873531e-05
2601805,0.002446531449767185,0.0004735222160839713,0.00015784073869465709
2601904,0.0009717692789142537,0.00026353065190895015,0.00019764798893171263
2602001,0.0018201482497559947,0.0004220633622622596,0.0002110316811311298
